timestamp_folder,pig_id,pig_timestamp,rgb_jpg,ir_jpg,depth_jpg,label
20260123-14-46-37,17,20260123-14-49-44,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig17_rgb_20260123-14-49-44.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig17_ir_vis_20260123-14-49-44.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig17_depth_vis_20260123-14-49-44.jpg,0
20260123-15-29-16,0,20260123-15-29-42,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig0_rgb_20260123-15-29-42.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig0_ir_vis_20260123-15-29-42.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig0_depth_vis_20260123-15-29-42.jpg,0
20260123-15-29-16,2,20260123-15-30-00,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig2_rgb_20260123-15-30-00.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig2_ir_vis_20260123-15-30-00.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig2_depth_vis_20260123-15-30-00.jpg,0
20260123-15-29-16,3,20260123-15-30-09,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig3_rgb_20260123-15-30-09.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig3_ir_vis_20260123-15-30-09.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig3_depth_vis_20260123-15-30-09.jpg,0
20260123-15-29-16,4,20260123-15-30-27,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig4_rgb_20260123-15-30-27.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig4_ir_vis_20260123-15-30-27.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig4_depth_vis_20260123-15-30-27.jpg,0
20260123-15-29-16,5,20260123-15-30-36,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig5_rgb_20260123-15-30-36.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig5_ir_vis_20260123-15-30-36.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig5_depth_vis_20260123-15-30-36.jpg,0
20260123-15-29-16,6,20260123-15-30-45,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig6_rgb_20260123-15-30-45.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig6_ir_vis_20260123-15-30-45.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig6_depth_vis_20260123-15-30-45.jpg,0
20260123-15-29-16,7,20260123-15-30-54,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig7_rgb_20260123-15-30-54.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig7_ir_vis_20260123-15-30-54.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig7_depth_vis_20260123-15-30-54.jpg,0
20260123-15-29-16,8,20260123-15-31-02,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig8_rgb_20260123-15-31-02.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig8_ir_vis_20260123-15-31-02.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig8_depth_vis_20260123-15-31-02.jpg,0
20260123-15-29-16,9,20260123-15-31-11,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig9_rgb_20260123-15-31-11.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig9_ir_vis_20260123-15-31-11.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig9_depth_vis_20260123-15-31-11.jpg,0
20260123-15-29-16,10,20260123-15-31-20,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig10_rgb_20260123-15-31-20.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig10_ir_vis_20260123-15-31-20.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig10_depth_vis_20260123-15-31-20.jpg,0
20260123-15-29-16,11,20260123-15-31-29,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig11_rgb_20260123-15-31-29.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig11_ir_vis_20260123-15-31-29.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig11_depth_vis_20260123-15-31-29.jpg,0
20260123-15-29-16,13,20260123-15-31-47,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig13_rgb_20260123-15-31-47.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig13_ir_vis_20260123-15-31-47.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig13_depth_vis_20260123-15-31-47.jpg,0
20260123-15-29-16,14,20260123-15-31-56,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig14_rgb_20260123-15-31-56.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig14_ir_vis_20260123-15-31-56.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig14_depth_vis_20260123-15-31-56.jpg,0
20260123-15-29-16,15,20260123-15-32-05,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig15_rgb_20260123-15-32-05.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig15_ir_vis_20260123-15-32-05.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig15_depth_vis_20260123-15-32-05.jpg,0
20260123-15-29-16,17,20260123-15-32-22,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig17_rgb_20260123-15-32-22.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig17_ir_vis_20260123-15-32-22.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-15-29-16/pig17_depth_vis_20260123-15-32-22.jpg,0
20260123-20-02-26,0,20260123-20-02-52,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig0_rgb_20260123-20-02-52.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig0_ir_vis_20260123-20-02-52.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig0_depth_vis_20260123-20-02-52.jpg,2
20260123-20-02-26,2,20260123-20-03-10,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig2_rgb_20260123-20-03-10.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig2_ir_vis_20260123-20-03-10.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig2_depth_vis_20260123-20-03-10.jpg,0
20260123-20-02-26,3,20260123-20-03-19,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig3_rgb_20260123-20-03-19.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig3_ir_vis_20260123-20-03-19.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig3_depth_vis_20260123-20-03-19.jpg,0
20260123-20-02-26,4,20260123-20-03-28,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig4_rgb_20260123-20-03-28.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig4_ir_vis_20260123-20-03-28.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig4_depth_vis_20260123-20-03-28.jpg,2
20260123-20-02-26,5,20260123-20-03-37,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig5_rgb_20260123-20-03-37.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig5_ir_vis_20260123-20-03-37.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig5_depth_vis_20260123-20-03-37.jpg,2
20260123-20-02-26,6,20260123-20-03-46,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig6_rgb_20260123-20-03-46.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig6_ir_vis_20260123-20-03-46.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig6_depth_vis_20260123-20-03-46.jpg,2
20260123-20-02-26,7,20260123-20-03-55,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig7_rgb_20260123-20-03-55.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig7_ir_vis_20260123-20-03-55.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig7_depth_vis_20260123-20-03-55.jpg,0
20260123-20-02-26,8,20260123-20-04-04,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig8_rgb_20260123-20-04-04.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig8_ir_vis_20260123-20-04-04.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig8_depth_vis_20260123-20-04-04.jpg,0
20260123-20-02-26,9,20260123-20-04-12,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig9_rgb_20260123-20-04-12.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig9_ir_vis_20260123-20-04-12.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig9_depth_vis_20260123-20-04-12.jpg,2
20260123-20-02-26,10,20260123-20-04-21,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig10_rgb_20260123-20-04-21.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig10_ir_vis_20260123-20-04-21.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig10_depth_vis_20260123-20-04-21.jpg,0
20260123-20-02-26,11,20260123-20-04-30,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig11_rgb_20260123-20-04-30.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig11_ir_vis_20260123-20-04-30.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig11_depth_vis_20260123-20-04-30.jpg,0
20260123-20-02-26,12,20260123-20-04-39,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig12_rgb_20260123-20-04-39.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig12_ir_vis_20260123-20-04-39.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig12_depth_vis_20260123-20-04-39.jpg,2
20260123-20-02-26,14,20260123-20-04-57,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig14_rgb_20260123-20-04-57.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig14_ir_vis_20260123-20-04-57.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig14_depth_vis_20260123-20-04-57.jpg,2
20260123-20-02-26,15,20260123-20-05-06,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig15_rgb_20260123-20-05-06.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig15_ir_vis_20260123-20-05-06.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig15_depth_vis_20260123-20-05-06.jpg,2
20260123-20-02-26,16,20260123-20-05-15,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig16_rgb_20260123-20-05-15.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig16_ir_vis_20260123-20-05-15.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig16_depth_vis_20260123-20-05-15.jpg,2
20260123-20-02-26,18,20260123-20-05-32,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig18_rgb_20260123-20-05-32.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig18_ir_vis_20260123-20-05-32.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-20-02-26/pig18_depth_vis_20260123-20-05-32.jpg,2
20260124-04-02-05,0,20260124-04-02-31,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig0_rgb_20260124-04-02-31.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig0_ir_vis_20260124-04-02-31.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig0_depth_vis_20260124-04-02-31.jpg,2
20260124-04-02-05,2,20260124-04-02-49,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig2_rgb_20260124-04-02-49.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig2_ir_vis_20260124-04-02-49.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig2_depth_vis_20260124-04-02-49.jpg,2
20260124-04-02-05,3,20260124-04-02-58,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig3_rgb_20260124-04-02-58.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig3_ir_vis_20260124-04-02-58.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig3_depth_vis_20260124-04-02-58.jpg,2
20260124-04-02-05,4,20260124-04-03-07,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig4_rgb_20260124-04-03-07.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig4_ir_vis_20260124-04-03-07.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig4_depth_vis_20260124-04-03-07.jpg,2
20260124-04-02-05,5,20260124-04-03-16,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig5_rgb_20260124-04-03-16.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig5_ir_vis_20260124-04-03-16.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig5_depth_vis_20260124-04-03-16.jpg,2
20260124-04-02-05,6,20260124-04-03-24,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig6_rgb_20260124-04-03-24.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig6_ir_vis_20260124-04-03-24.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig6_depth_vis_20260124-04-03-24.jpg,2
20260124-04-02-05,7,20260124-04-03-33,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig7_rgb_20260124-04-03-33.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig7_ir_vis_20260124-04-03-33.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig7_depth_vis_20260124-04-03-33.jpg,2
20260124-04-02-05,8,20260124-04-03-42,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig8_rgb_20260124-04-03-42.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig8_ir_vis_20260124-04-03-42.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig8_depth_vis_20260124-04-03-42.jpg,2
20260124-04-02-05,9,20260124-04-03-51,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig9_rgb_20260124-04-03-51.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig9_ir_vis_20260124-04-03-51.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig9_depth_vis_20260124-04-03-51.jpg,0
20260124-04-02-05,10,20260124-04-04-00,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig10_rgb_20260124-04-04-00.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig10_ir_vis_20260124-04-04-00.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig10_depth_vis_20260124-04-04-00.jpg,0
20260124-04-02-05,11,20260124-04-04-09,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig11_rgb_20260124-04-04-09.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig11_ir_vis_20260124-04-04-09.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig11_depth_vis_20260124-04-04-09.jpg,2
20260124-04-02-05,12,20260124-04-04-18,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig12_rgb_20260124-04-04-18.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig12_ir_vis_20260124-04-04-18.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig12_depth_vis_20260124-04-04-18.jpg,2
20260124-04-02-05,14,20260124-04-04-36,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig14_rgb_20260124-04-04-36.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig14_ir_vis_20260124-04-04-36.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig14_depth_vis_20260124-04-04-36.jpg,2
20260124-04-02-05,15,20260124-04-04-45,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig15_rgb_20260124-04-04-45.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig15_ir_vis_20260124-04-04-45.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig15_depth_vis_20260124-04-04-45.jpg,2
20260124-04-02-05,16,20260124-04-04-54,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig16_rgb_20260124-04-04-54.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig16_ir_vis_20260124-04-04-54.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig16_depth_vis_20260124-04-04-54.jpg,2
20260124-04-02-05,18,20260124-04-05-11,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig18_rgb_20260124-04-05-11.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig18_ir_vis_20260124-04-05-11.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-04-02-05/pig18_depth_vis_20260124-04-05-11.jpg,2
20260124-07-45-55,0,20260124-07-46-21,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig0_rgb_20260124-07-46-21.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig0_ir_vis_20260124-07-46-21.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig0_depth_vis_20260124-07-46-21.jpg,0
20260124-07-45-55,2,20260124-07-46-39,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig2_rgb_20260124-07-46-39.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig2_ir_vis_20260124-07-46-39.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig2_depth_vis_20260124-07-46-39.jpg,0
20260124-07-45-55,3,20260124-07-46-48,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig3_rgb_20260124-07-46-48.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig3_ir_vis_20260124-07-46-48.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig3_depth_vis_20260124-07-46-48.jpg,0
20260124-07-45-55,4,20260124-07-46-57,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig4_rgb_20260124-07-46-57.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig4_ir_vis_20260124-07-46-57.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig4_depth_vis_20260124-07-46-57.jpg,0
20260124-07-45-55,5,20260124-07-47-06,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig5_rgb_20260124-07-47-06.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig5_ir_vis_20260124-07-47-06.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig5_depth_vis_20260124-07-47-06.jpg,0
20260124-07-45-55,6,20260124-07-47-15,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig6_rgb_20260124-07-47-15.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig6_ir_vis_20260124-07-47-15.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig6_depth_vis_20260124-07-47-15.jpg,0
20260124-07-45-55,7,20260124-07-47-24,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig7_rgb_20260124-07-47-24.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig7_ir_vis_20260124-07-47-24.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig7_depth_vis_20260124-07-47-24.jpg,0
20260124-07-45-55,8,20260124-07-47-33,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig8_rgb_20260124-07-47-33.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig8_ir_vis_20260124-07-47-33.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig8_depth_vis_20260124-07-47-33.jpg,0
20260124-07-45-55,9,20260124-07-47-41,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig9_rgb_20260124-07-47-41.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig9_ir_vis_20260124-07-47-41.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig9_depth_vis_20260124-07-47-41.jpg,0
20260124-07-45-55,10,20260124-07-47-50,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig10_rgb_20260124-07-47-50.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig10_ir_vis_20260124-07-47-50.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260124-07-45-55/pig10_depth_vis_20260124-07-47-50.jpg,0
