timestamp_folder,pig_id,pig_timestamp,rgb_jpg,rgb_aligned_jpg,ir_jpg,depth_jpg,label
20260130-02-03-36,12,20260130-02-05-49,/Users/akbar/Downloads/paal_pipeline/data/20260130-02-03-36/pig12_rgb_20260130-02-05-49.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-02-03-36/pig12_rgb_aligned_20260130-02-05-49.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-02-03-36/pig12_ir_vis_20260130-02-05-49.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-02-03-36/pig12_depth_vis_20260130-02-05-49.jpg,1
20260130-02-03-36,15,20260130-02-06-16,/Users/akbar/Downloads/paal_pipeline/data/20260130-02-03-36/pig15_rgb_20260130-02-06-16.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-02-03-36/pig15_rgb_aligned_20260130-02-06-16.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-02-03-36/pig15_ir_vis_20260130-02-06-16.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-02-03-36/pig15_depth_vis_20260130-02-06-16.jpg,1
20260130-02-03-36,16,20260130-02-06-25,/Users/akbar/Downloads/paal_pipeline/data/20260130-02-03-36/pig16_rgb_20260130-02-06-25.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-02-03-36/pig16_rgb_aligned_20260130-02-06-25.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-02-03-36/pig16_ir_vis_20260130-02-06-25.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-02-03-36/pig16_depth_vis_20260130-02-06-25.jpg,1
20260130-05-04-48,2,20260130-05-05-32,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig2_rgb_20260130-05-05-32.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig2_rgb_aligned_20260130-05-05-32.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig2_ir_vis_20260130-05-05-32.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig2_depth_vis_20260130-05-05-32.jpg,1
20260130-05-04-48,11,20260130-05-06-53,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig11_rgb_20260130-05-06-53.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig11_rgb_aligned_20260130-05-06-53.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig11_ir_vis_20260130-05-06-53.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig11_depth_vis_20260130-05-06-53.jpg,1
20260130-05-04-48,12,20260130-05-07-01,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig12_rgb_20260130-05-07-01.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig12_rgb_aligned_20260130-05-07-01.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig12_ir_vis_20260130-05-07-01.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig12_depth_vis_20260130-05-07-01.jpg,1
20260130-05-04-48,14,20260130-05-07-19,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig14_rgb_20260130-05-07-19.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig14_rgb_aligned_20260130-05-07-19.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig14_ir_vis_20260130-05-07-19.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig14_depth_vis_20260130-05-07-19.jpg,1
20260130-05-04-48,15,20260130-05-07-28,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig15_rgb_20260130-05-07-28.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig15_rgb_aligned_20260130-05-07-28.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig15_ir_vis_20260130-05-07-28.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig15_depth_vis_20260130-05-07-28.jpg,1
20260130-05-04-48,16,20260130-05-07-37,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig16_rgb_20260130-05-07-37.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig16_rgb_aligned_20260130-05-07-37.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig16_ir_vis_20260130-05-07-37.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig16_depth_vis_20260130-05-07-37.jpg,1
20260130-05-04-48,18,20260130-05-07-54,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig18_rgb_20260130-05-07-54.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig18_rgb_aligned_20260130-05-07-54.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig18_ir_vis_20260130-05-07-54.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-05-04-48/pig18_depth_vis_20260130-05-07-54.jpg,1
20260130-08-16-40,0,20260130-08-17-06,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig0_rgb_20260130-08-17-06.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig0_rgb_aligned_20260130-08-17-06.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig0_ir_vis_20260130-08-17-06.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig0_depth_vis_20260130-08-17-06.jpg,1
20260130-08-16-40,2,20260130-08-17-24,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig2_rgb_20260130-08-17-24.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig2_rgb_aligned_20260130-08-17-24.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig2_ir_vis_20260130-08-17-24.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig2_depth_vis_20260130-08-17-24.jpg,1
20260130-08-16-40,3,20260130-08-17-33,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig3_rgb_20260130-08-17-33.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig3_rgb_aligned_20260130-08-17-33.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig3_ir_vis_20260130-08-17-33.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig3_depth_vis_20260130-08-17-33.jpg,1
20260130-08-16-40,4,20260130-08-17-42,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig4_rgb_20260130-08-17-42.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig4_rgb_aligned_20260130-08-17-42.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig4_ir_vis_20260130-08-17-42.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig4_depth_vis_20260130-08-17-42.jpg,1
20260130-08-16-40,5,20260130-08-17-51,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig5_rgb_20260130-08-17-51.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig5_rgb_aligned_20260130-08-17-51.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig5_ir_vis_20260130-08-17-51.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig5_depth_vis_20260130-08-17-51.jpg,1
20260130-08-16-40,6,20260130-08-18-00,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig6_rgb_20260130-08-18-00.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig6_rgb_aligned_20260130-08-18-00.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig6_ir_vis_20260130-08-18-00.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig6_depth_vis_20260130-08-18-00.jpg,1
20260130-08-16-40,7,20260130-08-18-09,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig7_rgb_20260130-08-18-09.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig7_rgb_aligned_20260130-08-18-09.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig7_ir_vis_20260130-08-18-09.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig7_depth_vis_20260130-08-18-09.jpg,1
20260130-08-16-40,8,20260130-08-18-18,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig8_rgb_20260130-08-18-18.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig8_rgb_aligned_20260130-08-18-18.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig8_ir_vis_20260130-08-18-18.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig8_depth_vis_20260130-08-18-18.jpg,1
20260130-08-16-40,9,20260130-08-18-27,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig9_rgb_20260130-08-18-27.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig9_rgb_aligned_20260130-08-18-27.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig9_ir_vis_20260130-08-18-27.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig9_depth_vis_20260130-08-18-27.jpg,0
20260130-08-16-40,10,20260130-08-18-36,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig10_rgb_20260130-08-18-36.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig10_rgb_aligned_20260130-08-18-36.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig10_ir_vis_20260130-08-18-36.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig10_depth_vis_20260130-08-18-36.jpg,1
20260130-08-16-40,11,20260130-08-18-45,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig11_rgb_20260130-08-18-45.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig11_rgb_aligned_20260130-08-18-45.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig11_ir_vis_20260130-08-18-45.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig11_depth_vis_20260130-08-18-45.jpg,1
20260130-08-16-40,12,20260130-08-18-53,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig12_rgb_20260130-08-18-53.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig12_rgb_aligned_20260130-08-18-53.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig12_ir_vis_20260130-08-18-53.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig12_depth_vis_20260130-08-18-53.jpg,1
20260130-08-16-40,14,20260130-08-19-11,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig14_rgb_20260130-08-19-11.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig14_rgb_aligned_20260130-08-19-11.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig14_ir_vis_20260130-08-19-11.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig14_depth_vis_20260130-08-19-11.jpg,1
20260130-08-16-40,15,20260130-08-19-20,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig15_rgb_20260130-08-19-20.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig15_rgb_aligned_20260130-08-19-20.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig15_ir_vis_20260130-08-19-20.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig15_depth_vis_20260130-08-19-20.jpg,1
20260130-08-16-40,16,20260130-08-19-29,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig16_rgb_20260130-08-19-29.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig16_rgb_aligned_20260130-08-19-29.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig16_ir_vis_20260130-08-19-29.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig16_depth_vis_20260130-08-19-29.jpg,1
20260130-08-16-40,18,20260130-08-19-46,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig18_rgb_20260130-08-19-46.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig18_rgb_aligned_20260130-08-19-46.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig18_ir_vis_20260130-08-19-46.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig18_depth_vis_20260130-08-19-46.jpg,1
20260130-12-04-59,0,20260130-12-05-26,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig0_rgb_20260130-12-05-26.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig0_rgb_aligned_20260130-12-05-26.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig0_ir_vis_20260130-12-05-26.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig0_depth_vis_20260130-12-05-26.jpg,1
20260130-12-04-59,2,20260130-12-05-43,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig2_rgb_20260130-12-05-43.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig2_rgb_aligned_20260130-12-05-43.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig2_ir_vis_20260130-12-05-43.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig2_depth_vis_20260130-12-05-43.jpg,1
20260130-12-04-59,3,20260130-12-05-52,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig3_rgb_20260130-12-05-52.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig3_rgb_aligned_20260130-12-05-52.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig3_ir_vis_20260130-12-05-52.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig3_depth_vis_20260130-12-05-52.jpg,1
20260130-12-04-59,4,20260130-12-06-01,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig4_rgb_20260130-12-06-01.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig4_rgb_aligned_20260130-12-06-01.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig4_ir_vis_20260130-12-06-01.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig4_depth_vis_20260130-12-06-01.jpg,0
20260130-12-04-59,5,20260130-12-06-10,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig5_rgb_20260130-12-06-10.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig5_rgb_aligned_20260130-12-06-10.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig5_ir_vis_20260130-12-06-10.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig5_depth_vis_20260130-12-06-10.jpg,1
20260130-12-04-59,6,20260130-12-06-19,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig6_rgb_20260130-12-06-19.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig6_rgb_aligned_20260130-12-06-19.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig6_ir_vis_20260130-12-06-19.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig6_depth_vis_20260130-12-06-19.jpg,1
20260130-12-04-59,7,20260130-12-06-28,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig7_rgb_20260130-12-06-28.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig7_rgb_aligned_20260130-12-06-28.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig7_ir_vis_20260130-12-06-28.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig7_depth_vis_20260130-12-06-28.jpg,1
20260130-12-04-59,8,20260130-12-06-37,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig8_rgb_20260130-12-06-37.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig8_rgb_aligned_20260130-12-06-37.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig8_ir_vis_20260130-12-06-37.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig8_depth_vis_20260130-12-06-37.jpg,1
20260130-12-04-59,9,20260130-12-06-46,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig9_rgb_20260130-12-06-46.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig9_rgb_aligned_20260130-12-06-46.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig9_ir_vis_20260130-12-06-46.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig9_depth_vis_20260130-12-06-46.jpg,0
20260130-12-04-59,10,20260130-12-06-55,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig10_rgb_20260130-12-06-55.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig10_rgb_aligned_20260130-12-06-55.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig10_ir_vis_20260130-12-06-55.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig10_depth_vis_20260130-12-06-55.jpg,1
20260130-12-04-59,11,20260130-12-07-04,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig11_rgb_20260130-12-07-04.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig11_rgb_aligned_20260130-12-07-04.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig11_ir_vis_20260130-12-07-04.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig11_depth_vis_20260130-12-07-04.jpg,1
20260130-12-04-59,12,20260130-12-07-12,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig12_rgb_20260130-12-07-12.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig12_rgb_aligned_20260130-12-07-12.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig12_ir_vis_20260130-12-07-12.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig12_depth_vis_20260130-12-07-12.jpg,1
20260130-12-04-59,13,20260130-12-07-21,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig13_rgb_20260130-12-07-21.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig13_rgb_aligned_20260130-12-07-21.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig13_ir_vis_20260130-12-07-21.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig13_depth_vis_20260130-12-07-21.jpg,0
20260130-12-04-59,14,20260130-12-07-30,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig14_rgb_20260130-12-07-30.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig14_rgb_aligned_20260130-12-07-30.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig14_ir_vis_20260130-12-07-30.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig14_depth_vis_20260130-12-07-30.jpg,1
20260130-12-04-59,15,20260130-12-07-39,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig15_rgb_20260130-12-07-39.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig15_rgb_aligned_20260130-12-07-39.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig15_ir_vis_20260130-12-07-39.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig15_depth_vis_20260130-12-07-39.jpg,1
20260130-12-04-59,16,20260130-12-07-48,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig16_rgb_20260130-12-07-48.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig16_rgb_aligned_20260130-12-07-48.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig16_ir_vis_20260130-12-07-48.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig16_depth_vis_20260130-12-07-48.jpg,1
20260130-12-04-59,17,20260130-12-07-57,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig17_rgb_20260130-12-07-57.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig17_rgb_aligned_20260130-12-07-57.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig17_ir_vis_20260130-12-07-57.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig17_depth_vis_20260130-12-07-57.jpg,0
20260130-12-04-59,18,20260130-12-08-05,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig18_rgb_20260130-12-08-05.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig18_rgb_aligned_20260130-12-08-05.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig18_ir_vis_20260130-12-08-05.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig18_depth_vis_20260130-12-08-05.jpg,1
20260130-15-59-29,0,20260130-15-59-56,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig0_rgb_20260130-15-59-56.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig0_rgb_aligned_20260130-15-59-56.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig0_ir_vis_20260130-15-59-56.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig0_depth_vis_20260130-15-59-56.jpg,1
