timestamp_folder,pig_id,pig_timestamp,rgb_jpg,ir_jpg,depth_jpg,label
20260130-08-16-40,10,20260130-08-18-36,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig10_rgb_20260130-08-18-36.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig10_ir_vis_20260130-08-18-36.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig10_depth_vis_20260130-08-18-36.jpg,0
20260130-08-16-40,11,20260130-08-18-45,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig11_rgb_20260130-08-18-45.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig11_ir_vis_20260130-08-18-45.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig11_depth_vis_20260130-08-18-45.jpg,0
20260130-08-16-40,12,20260130-08-18-53,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig12_rgb_20260130-08-18-53.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig12_ir_vis_20260130-08-18-53.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig12_depth_vis_20260130-08-18-53.jpg,0
20260130-08-16-40,14,20260130-08-19-11,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig14_rgb_20260130-08-19-11.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig14_ir_vis_20260130-08-19-11.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig14_depth_vis_20260130-08-19-11.jpg,0
20260130-08-16-40,15,20260130-08-19-20,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig15_rgb_20260130-08-19-20.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig15_ir_vis_20260130-08-19-20.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig15_depth_vis_20260130-08-19-20.jpg,0
20260130-08-16-40,16,20260130-08-19-29,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig16_rgb_20260130-08-19-29.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig16_ir_vis_20260130-08-19-29.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig16_depth_vis_20260130-08-19-29.jpg,0
20260130-08-16-40,18,20260130-08-19-46,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig18_rgb_20260130-08-19-46.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig18_ir_vis_20260130-08-19-46.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-08-16-40/pig18_depth_vis_20260130-08-19-46.jpg,0
20260130-12-04-59,0,20260130-12-05-26,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig0_rgb_20260130-12-05-26.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig0_ir_vis_20260130-12-05-26.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig0_depth_vis_20260130-12-05-26.jpg,0
20260130-12-04-59,2,20260130-12-05-43,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig2_rgb_20260130-12-05-43.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig2_ir_vis_20260130-12-05-43.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig2_depth_vis_20260130-12-05-43.jpg,0
20260130-12-04-59,3,20260130-12-05-52,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig3_rgb_20260130-12-05-52.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig3_ir_vis_20260130-12-05-52.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig3_depth_vis_20260130-12-05-52.jpg,0
20260130-12-04-59,4,20260130-12-06-01,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig4_rgb_20260130-12-06-01.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig4_ir_vis_20260130-12-06-01.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig4_depth_vis_20260130-12-06-01.jpg,2
20260130-12-04-59,5,20260130-12-06-10,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig5_rgb_20260130-12-06-10.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig5_ir_vis_20260130-12-06-10.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig5_depth_vis_20260130-12-06-10.jpg,0
20260130-12-04-59,6,20260130-12-06-19,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig6_rgb_20260130-12-06-19.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig6_ir_vis_20260130-12-06-19.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig6_depth_vis_20260130-12-06-19.jpg,0
20260130-12-04-59,7,20260130-12-06-28,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig7_rgb_20260130-12-06-28.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig7_ir_vis_20260130-12-06-28.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig7_depth_vis_20260130-12-06-28.jpg,0
20260130-12-04-59,8,20260130-12-06-37,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig8_rgb_20260130-12-06-37.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig8_ir_vis_20260130-12-06-37.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig8_depth_vis_20260130-12-06-37.jpg,0
20260130-12-04-59,9,20260130-12-06-46,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig9_rgb_20260130-12-06-46.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig9_ir_vis_20260130-12-06-46.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig9_depth_vis_20260130-12-06-46.jpg,2
20260130-12-04-59,10,20260130-12-06-55,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig10_rgb_20260130-12-06-55.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig10_ir_vis_20260130-12-06-55.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig10_depth_vis_20260130-12-06-55.jpg,0
20260130-12-04-59,11,20260130-12-07-04,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig11_rgb_20260130-12-07-04.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig11_ir_vis_20260130-12-07-04.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig11_depth_vis_20260130-12-07-04.jpg,0
20260130-12-04-59,12,20260130-12-07-12,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig12_rgb_20260130-12-07-12.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig12_ir_vis_20260130-12-07-12.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig12_depth_vis_20260130-12-07-12.jpg,0
20260130-12-04-59,14,20260130-12-07-30,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig14_rgb_20260130-12-07-30.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig14_ir_vis_20260130-12-07-30.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig14_depth_vis_20260130-12-07-30.jpg,0
20260130-12-04-59,15,20260130-12-07-39,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig15_rgb_20260130-12-07-39.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig15_ir_vis_20260130-12-07-39.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig15_depth_vis_20260130-12-07-39.jpg,0
20260130-12-04-59,16,20260130-12-07-48,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig16_rgb_20260130-12-07-48.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig16_ir_vis_20260130-12-07-48.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig16_depth_vis_20260130-12-07-48.jpg,0
20260130-12-04-59,18,20260130-12-08-05,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig18_rgb_20260130-12-08-05.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig18_ir_vis_20260130-12-08-05.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-12-04-59/pig18_depth_vis_20260130-12-08-05.jpg,0
20260130-15-59-29,0,20260130-15-59-56,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig0_rgb_20260130-15-59-56.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig0_ir_vis_20260130-15-59-56.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig0_depth_vis_20260130-15-59-56.jpg,0
20260130-15-59-29,2,20260130-16-00-14,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig2_rgb_20260130-16-00-14.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig2_ir_vis_20260130-16-00-14.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig2_depth_vis_20260130-16-00-14.jpg,0
20260130-15-59-29,3,20260130-16-00-23,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig3_rgb_20260130-16-00-23.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig3_ir_vis_20260130-16-00-23.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig3_depth_vis_20260130-16-00-23.jpg,0
20260130-15-59-29,4,20260130-16-00-31,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig4_rgb_20260130-16-00-31.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig4_ir_vis_20260130-16-00-31.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig4_depth_vis_20260130-16-00-31.jpg,0
20260130-15-59-29,5,20260130-16-00-40,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig5_rgb_20260130-16-00-40.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig5_ir_vis_20260130-16-00-40.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig5_depth_vis_20260130-16-00-40.jpg,0
20260130-15-59-29,6,20260130-16-00-49,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig6_rgb_20260130-16-00-49.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig6_ir_vis_20260130-16-00-49.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig6_depth_vis_20260130-16-00-49.jpg,0
20260130-15-59-29,7,20260130-16-00-58,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig7_rgb_20260130-16-00-58.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig7_ir_vis_20260130-16-00-58.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig7_depth_vis_20260130-16-00-58.jpg,0
20260130-15-59-29,8,20260130-16-01-07,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig8_rgb_20260130-16-01-07.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig8_ir_vis_20260130-16-01-07.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig8_depth_vis_20260130-16-01-07.jpg,0
20260130-15-59-29,9,20260130-16-01-16,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig9_rgb_20260130-16-01-16.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig9_ir_vis_20260130-16-01-16.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig9_depth_vis_20260130-16-01-16.jpg,2
20260130-15-59-29,10,20260130-16-01-25,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig10_rgb_20260130-16-01-25.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig10_ir_vis_20260130-16-01-25.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig10_depth_vis_20260130-16-01-25.jpg,0
20260130-15-59-29,11,20260130-16-01-34,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig11_rgb_20260130-16-01-34.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig11_ir_vis_20260130-16-01-34.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig11_depth_vis_20260130-16-01-34.jpg,0
20260130-15-59-29,12,20260130-16-01-43,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig12_rgb_20260130-16-01-43.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig12_ir_vis_20260130-16-01-43.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig12_depth_vis_20260130-16-01-43.jpg,0
20260130-15-59-29,14,20260130-16-02-00,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig14_rgb_20260130-16-02-00.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig14_ir_vis_20260130-16-02-00.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig14_depth_vis_20260130-16-02-00.jpg,0
20260130-15-59-29,15,20260130-16-02-10,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig15_rgb_20260130-16-02-10.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig15_ir_vis_20260130-16-02-10.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig15_depth_vis_20260130-16-02-10.jpg,0
20260130-15-59-29,16,20260130-16-02-18,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig16_rgb_20260130-16-02-18.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig16_ir_vis_20260130-16-02-18.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig16_depth_vis_20260130-16-02-18.jpg,0
20260130-15-59-29,18,20260130-16-02-36,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig18_rgb_20260130-16-02-36.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig18_ir_vis_20260130-16-02-36.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-15-59-29/pig18_depth_vis_20260130-16-02-36.jpg,0
20260130-18-39-23,0,20260130-18-39-50,/Users/akbar/Downloads/paal_pipeline/data/20260130-18-39-23/pig0_rgb_20260130-18-39-50.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-18-39-23/pig0_ir_vis_20260130-18-39-50.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-18-39-23/pig0_depth_vis_20260130-18-39-50.jpg,2
20260130-18-39-23,2,20260130-18-40-07,/Users/akbar/Downloads/paal_pipeline/data/20260130-18-39-23/pig2_rgb_20260130-18-40-07.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-18-39-23/pig2_ir_vis_20260130-18-40-07.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-18-39-23/pig2_depth_vis_20260130-18-40-07.jpg,2
20260130-18-39-23,3,20260130-18-40-16,/Users/akbar/Downloads/paal_pipeline/data/20260130-18-39-23/pig3_rgb_20260130-18-40-16.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-18-39-23/pig3_ir_vis_20260130-18-40-16.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-18-39-23/pig3_depth_vis_20260130-18-40-16.jpg,2
20260130-18-39-23,4,20260130-18-40-25,/Users/akbar/Downloads/paal_pipeline/data/20260130-18-39-23/pig4_rgb_20260130-18-40-25.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-18-39-23/pig4_ir_vis_20260130-18-40-25.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-18-39-23/pig4_depth_vis_20260130-18-40-25.jpg,2
20260130-18-39-23,5,20260130-18-40-34,/Users/akbar/Downloads/paal_pipeline/data/20260130-18-39-23/pig5_rgb_20260130-18-40-34.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-18-39-23/pig5_ir_vis_20260130-18-40-34.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260130-18-39-23/pig5_depth_vis_20260130-18-40-34.jpg,0
