timestamp_folder,pig_id,pig_timestamp,rgb_jpg,rgb_aligned_jpg,ir_jpg,depth_jpg,rgb_cropped_jpg,rgb_aligned_cropped_jpg,ir_cropped_jpg,depth_cropped_jpg,rgb_raw,ir_raw,depth_raw
20260123-14-46-37,10,20260123-14-48-42,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig10_rgb_20260123-14-48-42.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig10_ir_vis_20260123-14-48-42.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig10_depth_vis_20260123-14-48-42.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig10_rgb_20260123-14-48-42_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig10_ir_vis_20260123-14-48-42_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig10_depth_vis_20260123-14-48-42_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig10_rgb_20260123-14-48-42.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig10_ir_20260123-14-48-42.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig10_depth_20260123-14-48-42.raw
20260123-14-46-37,11,20260123-14-48-51,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig11_rgb_20260123-14-48-51.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig11_ir_vis_20260123-14-48-51.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig11_depth_vis_20260123-14-48-51.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig11_rgb_20260123-14-48-51_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig11_ir_vis_20260123-14-48-51_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig11_depth_vis_20260123-14-48-51_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig11_rgb_20260123-14-48-51.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig11_ir_20260123-14-48-51.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig11_depth_20260123-14-48-51.raw
20260123-14-46-37,12,20260123-14-49-00,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig12_rgb_20260123-14-49-00.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig12_ir_vis_20260123-14-49-00.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig12_depth_vis_20260123-14-49-00.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig12_rgb_20260123-14-49-00_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig12_ir_vis_20260123-14-49-00_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig12_depth_vis_20260123-14-49-00_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig12_rgb_20260123-14-49-00.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig12_ir_20260123-14-49-00.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig12_depth_20260123-14-49-00.raw
20260123-14-46-37,13,20260123-14-49-08,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig13_rgb_20260123-14-49-08.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig13_ir_vis_20260123-14-49-08.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig13_depth_vis_20260123-14-49-08.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig13_rgb_20260123-14-49-08_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig13_ir_vis_20260123-14-49-08_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig13_depth_vis_20260123-14-49-08_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig13_rgb_20260123-14-49-08.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig13_ir_20260123-14-49-08.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig13_depth_20260123-14-49-08.raw
20260123-14-46-37,14,20260123-14-49-18,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig14_rgb_20260123-14-49-18.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig14_ir_vis_20260123-14-49-18.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig14_depth_vis_20260123-14-49-18.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig14_rgb_20260123-14-49-18_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig14_ir_vis_20260123-14-49-18_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig14_depth_vis_20260123-14-49-18_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig14_rgb_20260123-14-49-18.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig14_ir_20260123-14-49-18.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig14_depth_20260123-14-49-18.raw
20260123-14-46-37,15,20260123-14-49-26,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig15_rgb_20260123-14-49-26.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig15_ir_vis_20260123-14-49-26.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig15_depth_vis_20260123-14-49-26.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig15_rgb_20260123-14-49-26_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig15_ir_vis_20260123-14-49-26_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig15_depth_vis_20260123-14-49-26_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig15_rgb_20260123-14-49-26.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig15_ir_20260123-14-49-26.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig15_depth_20260123-14-49-26.raw
20260123-14-46-37,16,20260123-14-49-35,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig16_rgb_20260123-14-49-35.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig16_ir_vis_20260123-14-49-35.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig16_depth_vis_20260123-14-49-35.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig16_rgb_20260123-14-49-35_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig16_ir_vis_20260123-14-49-35_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig16_depth_vis_20260123-14-49-35_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig16_rgb_20260123-14-49-35.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig16_ir_20260123-14-49-35.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig16_depth_20260123-14-49-35.raw
20260123-14-46-37,17,20260123-14-49-44,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig17_rgb_20260123-14-49-44.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig17_ir_vis_20260123-14-49-44.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig17_depth_vis_20260123-14-49-44.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig17_rgb_20260123-14-49-44_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig17_ir_vis_20260123-14-49-44_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig17_depth_vis_20260123-14-49-44_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig17_rgb_20260123-14-49-44.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig17_ir_20260123-14-49-44.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-46-37/pig17_depth_20260123-14-49-44.raw
20260123-14-57-17,0,20260123-14-57-43,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig0_rgb_20260123-14-57-43.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig0_ir_vis_20260123-14-57-43.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig0_depth_vis_20260123-14-57-43.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig0_rgb_20260123-14-57-43_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig0_ir_vis_20260123-14-57-43_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig0_depth_vis_20260123-14-57-43_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig0_rgb_20260123-14-57-43.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig0_ir_20260123-14-57-43.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig0_depth_20260123-14-57-43.raw
20260123-14-57-17,1,20260123-14-57-52,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig1_rgb_20260123-14-57-52.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig1_ir_vis_20260123-14-57-52.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig1_depth_vis_20260123-14-57-52.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig1_rgb_20260123-14-57-52_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig1_ir_vis_20260123-14-57-52_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig1_depth_vis_20260123-14-57-52_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig1_rgb_20260123-14-57-52.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig1_ir_20260123-14-57-52.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig1_depth_20260123-14-57-52.raw
20260123-14-57-17,2,20260123-14-58-01,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig2_rgb_20260123-14-58-01.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig2_ir_vis_20260123-14-58-01.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig2_depth_vis_20260123-14-58-01.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig2_rgb_20260123-14-58-01_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig2_ir_vis_20260123-14-58-01_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig2_depth_vis_20260123-14-58-01_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig2_rgb_20260123-14-58-01.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig2_ir_20260123-14-58-01.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig2_depth_20260123-14-58-01.raw
20260123-14-57-17,3,20260123-14-58-10,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig3_rgb_20260123-14-58-10.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig3_ir_vis_20260123-14-58-10.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig3_depth_vis_20260123-14-58-10.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig3_rgb_20260123-14-58-10_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig3_ir_vis_20260123-14-58-10_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig3_depth_vis_20260123-14-58-10_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig3_rgb_20260123-14-58-10.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig3_ir_20260123-14-58-10.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig3_depth_20260123-14-58-10.raw
20260123-14-57-17,4,20260123-14-58-28,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig4_rgb_20260123-14-58-28.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig4_ir_vis_20260123-14-58-28.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig4_depth_vis_20260123-14-58-28.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig4_rgb_20260123-14-58-28_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig4_ir_vis_20260123-14-58-28_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig4_depth_vis_20260123-14-58-28_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig4_rgb_20260123-14-58-28.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig4_ir_20260123-14-58-28.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig4_depth_20260123-14-58-28.raw
20260123-14-57-17,5,20260123-14-58-37,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig5_rgb_20260123-14-58-37.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig5_ir_vis_20260123-14-58-37.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig5_depth_vis_20260123-14-58-37.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig5_rgb_20260123-14-58-37_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig5_ir_vis_20260123-14-58-37_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig5_depth_vis_20260123-14-58-37_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig5_rgb_20260123-14-58-37.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig5_ir_20260123-14-58-37.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig5_depth_20260123-14-58-37.raw
20260123-14-57-17,6,20260123-14-58-46,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig6_rgb_20260123-14-58-46.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig6_ir_vis_20260123-14-58-46.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig6_depth_vis_20260123-14-58-46.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig6_rgb_20260123-14-58-46_cropped.jpg,,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig6_ir_vis_20260123-14-58-46_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig6_depth_vis_20260123-14-58-46_cropped.jpg,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig6_rgb_20260123-14-58-46.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig6_ir_20260123-14-58-46.raw,/Users/akbar/Downloads/paal_pipeline/data/20260123-14-57-17/pig6_depth_20260123-14-58-46.raw
